name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classification,defense,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Tyrogue,"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,35,70,210,75,Scuffle,35,0.7,35,100,236,35,35,35,fighting,,21,2,0
Hitmontop,"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,70,455,45,Handstand,95,1.4,50,100,237,35,110,70,fighting,,48,2,0
Smoochum,"['Oblivious', 'Forewarn', 'Hydration']",2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,70,305,45,Kiss,15,0.4,45,0,238,85,65,65,ice,psychic,6,2,0
Elekid,"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,70,360,45,Electric,37,0.6,45,75.4,239,65,55,95,electric,,23.5,2,0
Magby,"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,70,365,45,Live Coal,37,0.7,45,75.4,240,70,55,83,fire,,21.4,2,0
Miltank,"['Thick Fat', 'Scrappy', 'Sap Sipper']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,70,490,45,Milk Cow,105,1.2,95,0,241,40,70,100,normal,,75.5,2,0
Blissey,"['Natural Cure', 'Serene Grace', 'Healer']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,140,540,30,Happiness,10,1.5,255,0,242,75,135,55,normal,,46.8,2,0
Raikou,"['Pressure', 'Inner Focus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,35,580,3,Thunder,75,1.9,90,,243,115,100,115,electric,,178,2,1
Entei,"['Pressure', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,35,580,3,Volcano,85,2.1,115,,244,90,75,100,fire,,198,2,1
Suicune,"['Pressure', 'Inner Focus']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,35,580,3,Aurora,115,2,100,,245,90,115,85,water,,187,2,1
Larvitar,"['Guts', 'Sand Veil']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,64,35,300,45,Rock Skin,50,0.6,50,50,246,45,50,41,rock,ground,72,2,0
Pupitar,['Shed Skin'],1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,35,410,45,Hard Shell,70,1.2,70,50,247,65,70,51,rock,ground,152,2,0
Tyranitar,"['Sand Stream', 'Unnerve']",2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,164,35,700,45,Armor,150,2,100,50,248,95,120,71,rock,dark,202,2,0
Lugia,"['Pressure', 'Multiscale']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,0,680,3,Diving,130,5.2,106,,249,90,154,110,psychic,flying,216,2,1
Ho-oh,"['Pressure', 'Regenerator']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,0,680,3,Rainbow,90,3.8,106,,250,110,154,90,fire,flying,199,2,1
Celebi,['Natural Cure'],4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,100,100,600,45,Time Travel,100,0.6,100,,251,100,100,100,psychic,grass,5,2,1
Treecko,"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,70,310,45,Wood Gecko,35,0.5,40,88.1,252,65,55,70,grass,,5,3,0
Grovyle,"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,70,405,45,Wood Gecko,45,0.9,50,88.1,253,85,65,95,grass,,21.6,3,0
Sceptile,"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,70,630,45,Forest,75,1.7,70,88.1,254,145,85,145,grass,,52.2,3,0
Torchic,"['Blaze', 'Speed Boost']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,70,310,45,Chick,40,0.4,45,88.1,255,70,50,45,fire,,2.5,3,0
Combusken,"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,85,70,405,45,Young Fowl,60,0.9,60,88.1,256,85,60,55,fire,fighting,19.5,3,0
Blaziken,"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,160,70,630,45,Blaze,80,1.9,80,88.1,257,130,80,100,fire,fighting,52,3,0
Mudkip,"['Torrent', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,70,310,45,Mud Fish,50,0.4,50,88.1,258,50,50,40,water,,7.6,3,0
Marshtomp,"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,70,405,45,Mud Fish,70,0.7,70,88.1,259,60,70,50,water,ground,28,3,0
Swampert,"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,150,70,635,45,Mud Fish,110,1.5,100,88.1,260,95,110,70,water,ground,81.9,3,0
Poochyena,"['Run Away', 'Quick Feet', 'Rattled']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,55,70,220,255,Bite,35,0.5,35,50,261,30,30,35,dark,,13.6,3,0
Mightyena,"['Intimidate', 'Quick Feet', 'Moxie']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,70,420,127,Bite,70,1,70,50,262,60,60,70,dark,,37,3,0
Zigzagoon,"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,70,240,255,Tiny Racoon,41,0.4,38,50,263,30,41,60,normal,,17.5,3,0
Linoone,"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,70,420,90,Rush,61,0.5,78,50,264,50,61,100,normal,,32.5,3,0
Wurmple,"['Shield Dust', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,70,195,255,Worm,35,0.3,45,50,265,20,30,20,bug,,3.6,3,0
Silcoon,['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,70,205,120,Cocoon,55,0.6,50,50,266,25,25,15,bug,,10,3,0
Beautifly,"['Swarm', 'Rivalry']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,70,395,45,Butterfly,50,1,60,50,267,100,50,65,bug,flying,28.4,3,0
Cascoon,['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,70,205,120,Cocoon,55,0.7,50,50,268,25,25,15,bug,,11.5,3,0
Dustox,"['Shield Dust', 'Compoundeyes']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,70,385,45,Poison Moth,70,1.2,60,50,269,50,90,65,bug,poison,31.6,3,0
Lotad,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,70,220,255,Water Weed,30,0.5,40,50,270,40,50,30,water,grass,2.6,3,0
Lombre,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,70,340,120,Jolly,50,1.2,60,50,271,60,70,50,water,grass,32.5,3,0
Ludicolo,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,70,480,45,Carefree,70,1.5,80,50,272,90,100,70,water,grass,55,3,0
Seedot,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,70,220,255,Acorn,50,0.5,40,50,273,30,30,30,grass,,4,3,0
Nuzleaf,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,70,340,120,Wily,40,1,70,50,274,60,40,60,grass,dark,28,3,0
Shiftry,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,70,480,45,Wickid,60,1.3,90,50,275,90,60,80,grass,dark,59.6,3,0
Taillow,"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,70,270,200,TinySwallow,30,0.3,40,50,276,30,30,85,normal,flying,2.3,3,0
Swellow,"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,70,455,45,Swallow,60,0.7,60,50,277,75,50,125,normal,flying,19.8,3,0
Wingull,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,30,70,270,190,Seagull,30,0.6,40,50,278,55,30,85,water,flying,9.5,3,0
Pelipper,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,70,440,45,Water Bird,100,1.2,60,50,279,95,70,65,water,flying,28,3,0
Ralts,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,35,198,235,Feeling,25,0.4,28,50,280,45,35,40,psychic,fairy,6.6,3,0
Kirlia,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,35,278,120,Emotion,35,0.8,38,50,281,65,55,50,psychic,fairy,20.2,3,0
Gardevoir,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,35,618,45,Embrace,65,1.6,68,50,282,165,135,100,psychic,fairy,48.4,3,0
Surskit,"['Swift Swim', 'Rain Dish']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,30,70,269,200,Pond Skater,32,0.5,40,50,283,50,52,65,bug,water,1.7,3,0
Masquerain,"['Intimidate', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,70,454,75,Eyeball,62,0.8,70,50,284,100,82,80,bug,flying,3.6,3,0
Shroomish,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,70,295,255,Mushroom,60,0.4,60,50,285,40,60,35,grass,,4.5,3,0
Breloom,"['Effect Spore', 'Poison Heal', 'Technician']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,70,460,90,Mushroom,80,1.2,60,50,286,60,60,70,grass,fighting,39.2,3,0
Slakoth,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,70,280,255,Slacker,60,0.8,60,50,287,35,35,30,normal,,24,3,0
Vigoroth,['Vital Spirit'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,70,440,120,Wild Monkey,80,1.4,80,50,288,55,55,90,normal,,46.5,3,0
Slaking,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,70,670,45,Lazy,100,2,150,50,289,95,65,100,normal,,130.5,3,0
Nincada,"['Compoundeyes', 'Run Away']",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,70,266,255,Trainee,90,0.5,31,50,290,30,30,40,bug,ground,5.5,3,0
Ninjask,"['Speed Boost', 'Infiltrator']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,70,456,120,Ninja,45,0.8,61,50,291,50,50,160,bug,flying,12,3,0
Shedinja,['Wonder Guard'],0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,90,70,236,45,Shed,45,0.8,1,,292,30,30,40,bug,ghost,1.2,3,0
Whismur,"['Soundproof', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,51,70,240,190,Whisper,23,0.6,64,50,293,51,23,28,normal,,16.3,3,0
Loudred,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,70,360,120,Big Voice,43,1,84,50,294,71,43,48,normal,,40.5,3,0
Exploud,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,70,490,45,Loud Noise,63,1.5,104,50,295,91,73,68,normal,,84,3,0
Makuhita,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,70,237,180,Guts,30,1,72,75.4,296,20,30,25,fighting,,86.4,3,0
Hariyama,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,70,474,200,Arm Thrust,60,2.3,144,75.4,297,40,60,50,fighting,,253.8,3,0
Azurill,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,20,70,190,150,Polka Dot,40,0.2,50,24.6,298,20,40,20,normal,fairy,2,3,0
Nosepass,"['Sturdy', 'Magnet Pull', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,70,375,255,Compass,135,1,30,50,299,45,90,30,rock,,97,3,0
Skitty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,70,260,255,Kitten,45,0.6,50,24.6,300,35,35,50,normal,,11,3,0
Delcatty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,70,400,60,Prim,65,1.1,70,24.6,301,55,55,90,normal,,32.6,3,0
Sableye,"['Keen Eye', 'Stall', 'Prankster']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,85,35,480,45,Darkness,125,0.5,50,50,302,85,115,20,dark,ghost,11,3,0
Mawile,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,105,70,480,45,Deceiver,125,0.6,50,50,303,55,95,50,steel,fairy,11.5,3,0
Aron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,35,330,180,Iron Armor,100,0.4,50,50,304,40,40,30,steel,rock,60,3,0
Lairon,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,35,430,90,Iron Armor,140,0.9,60,50,305,50,50,40,steel,rock,120,3,0
Aggron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,140,35,630,45,Iron Armor,230,2.1,70,50,306,60,80,50,steel,rock,360,3,0
Meditite,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,40,70,280,180,Meditate,55,0.6,30,50,307,40,55,60,fighting,psychic,11.2,3,0
Medicham,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,70,510,90,Meditate,85,1.3,60,50,308,80,85,100,fighting,psychic,31.5,3,0
Electrike,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,70,295,120,Lightning,40,0.6,40,50,309,65,40,65,electric,,15.2,3,0
Manectric,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,70,575,45,Discharge,80,1.5,70,50,310,135,80,135,electric,,40.2,3,0
Plusle,"['Plus', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,70,405,200,Cheering,40,0.4,60,50,311,85,75,95,electric,,4.2,3,0
Minun,"['Minus', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,70,405,200,Cheering,50,0.4,60,50,312,75,85,95,electric,,4.2,3,0
Volbeat,"['Illuminate', 'Swarm', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,73,70,430,150,Firefly,75,0.7,65,100,313,47,85,85,bug,,17.7,3,0
Illumise,"['Oblivious', 'Tinted Lens', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,70,430,150,Firefly,75,0.6,65,0,314,73,85,85,bug,,17.7,3,0
Roselia,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,70,400,150,Thorn,45,0.3,50,50,315,100,80,65,grass,poison,2,3,0
Gulpin,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,43,70,302,225,Stomach,53,0.4,70,50,316,43,53,40,poison,,10.3,3,0
Swalot,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,70,467,75,Poison Bag,83,1.7,100,50,317,73,83,55,poison,,80,3,0
Carvanha,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,90,35,305,225,Savage,20,0.8,45,50,318,65,20,65,water,dark,20.8,3,0
Sharpedo,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,140,35,560,60,Brutal,70,1.8,70,50,319,110,65,105,water,dark,88.8,3,0
Wailmer,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,70,400,125,Ball Whale,35,2,130,50,320,70,35,60,water,,130,3,0
Wailord,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,90,70,500,60,Float Whale,45,14.5,170,50,321,90,45,60,water,,398,3,0
Numel,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,70,305,255,Numb,40,0.7,60,50,322,65,45,35,fire,ground,24,3,0
Camerupt,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,120,70,560,150,Eruption,100,1.9,70,50,323,145,105,20,fire,ground,220,3,0
Torkoal,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,70,470,90,Coal,140,0.5,70,50,324,85,70,20,fire,,80.4,3,0
Spoink,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,70,330,255,Bounce,35,0.7,60,50,325,70,80,60,psychic,,30.6,3,0
Grumpig,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,70,470,60,Manipulate,65,0.9,80,50,326,90,110,80,psychic,,71.5,3,0
Spinda,"['Own Tempo', 'Tangled Feet', 'Contrary']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,70,360,255,Spot Panda,60,1.1,60,50,327,60,60,60,normal,,5,3,0
Trapinch,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,70,290,255,Ant Pit,45,0.7,45,50,328,45,45,10,ground,,15,3,0
Vibrava,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,70,340,120,Vibration,50,1.1,50,50,329,50,50,70,ground,dragon,15.3,3,0
Flygon,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,70,520,45,Mystic,80,2,80,50,330,80,80,100,ground,dragon,82,3,0
Cacnea,"['Sand Veil', 'Water Absorb']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,35,335,190,Cactus,40,0.4,50,50,331,85,40,35,grass,,51.3,3,0
Cacturne,"['Sand Veil', 'Water Absorb']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,35,475,60,Scarecrow,60,1.3,70,50,332,115,60,55,grass,dark,77.4,3,0
Swablu,"['Natural Cure', 'Cloud Nine']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,70,310,255,Cotton Bird,60,0.4,45,50,333,40,75,50,normal,flying,1.2,3,0
Altaria,"['Natural Cure', 'Cloud Nine']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,70,590,45,Humming,110,1.1,75,50,334,110,105,80,dragon,flying,20.6,3,0
Zangoose,"['Immunity', 'Toxic Boost']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,70,458,90,Cat Ferret,60,1.3,73,50,335,60,60,90,normal,,40.3,3,0
Seviper,"['Shed Skin', 'Infiltrator']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,70,458,90,Fang Snake,60,2.7,73,50,336,100,60,65,poison,,52.5,3,0
Lunatone,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,70,460,45,Meteorite,65,1,90,,337,95,85,70,rock,psychic,168,3,0
Solrock,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,70,460,45,Meteorite,85,1.2,90,,338,55,65,70,rock,psychic,154,3,0
Barboach,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,70,288,190,Whiskers,43,0.4,50,50,339,46,41,60,water,ground,1.9,3,0
Whiscash,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,70,468,75,Whiskers,73,0.9,110,50,340,76,71,60,water,ground,23.6,3,0
Corphish,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,70,308,205,Ruffian,65,0.6,43,50,341,50,35,35,water,,11.5,3,0
Crawdaunt,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,70,468,155,Rogue,85,1.1,63,50,342,90,55,55,water,dark,32.8,3,0
Baltoy,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,70,300,255,Clay Doll,55,0.5,40,,343,40,70,55,ground,psychic,21.5,3,0
Claydol,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,70,500,90,Clay Doll,105,1.5,60,,344,70,120,75,ground,psychic,108,3,0
Lileep,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,70,355,45,Sea Lily,77,1,66,88.1,345,61,87,23,rock,grass,23.8,3,0
Cradily,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,70,495,45,Barnacle,97,1.5,86,88.1,346,81,107,43,rock,grass,60.4,3,0
Anorith,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,70,355,45,Old Shrimp,50,0.7,45,88.1,347,40,50,75,rock,bug,12.5,3,0
Armaldo,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,70,495,45,Plate,100,1.5,75,88.1,348,70,80,45,rock,bug,68.2,3,0
Feebas,"['Swift Swim', 'Oblivious', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,70,200,255,Fish,20,0.6,20,50,349,10,55,80,water,,7.4,3,0
Milotic,"['Marvel Scale', 'Competitive', 'Cute Charm']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,70,540,60,Tender,79,6.2,95,50,350,100,125,81,water,,162,3,0
Castform,['Forecast'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,70,420,45,Weather,70,0.3,70,50,351,70,70,70,normal,,0.8,3,0
Kecleon,"['Color Change', 'Protean']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,70,440,200,Color Swap,70,1,60,50,352,60,120,40,normal,,22,3,0
Shuppet,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,35,295,225,Puppet,35,0.6,44,50,353,63,33,45,ghost,,2.3,3,0
Banette,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,35,555,45,Marionette,75,1.1,64,50,354,93,83,75,ghost,,12.5,3,0
Duskull,"['Levitate', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,35,295,190,Requiem,90,0.8,20,50,355,30,90,25,ghost,,15,3,0
Dusclops,"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,35,455,90,Beckon,130,1.6,40,50,356,60,130,25,ghost,,30.6,3,0
Tropius,"['Chlorophyll', 'Solar Power', 'Harvest']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,70,460,200,Fruit,83,2,99,50,357,72,87,51,grass,flying,100,3,0
Chimecho,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,70,455,45,Wind Chime,80,0.6,75,50,358,95,90,65,psychic,,1,3,0
